helper,function,date,set_no_internal,ref_no,cs_no,area,sales_area,hospital,doctor,brand,product,case_date,case_time,sending_date,due_time,courier,recipient,set_no,box_no,return_box,case_used,confirm_email,current_day,notice_return,status,status_date,remark
Sigma 2.7/3.5,,04-02-26,,REF_MASKED,221XXX,UPC,SALES_018,HOSP_708,DR_1424,Sigma 2.7/3.5,Distal Humerus (Elbow),07-02-26,13:00,04-02-26,15:00,รถตู้ SO,STAFF_919,05-1,,,,Mail,3/18/2026,,Received,2/13/2026,
Stryker T8,,04-02-26,,REF_MASKED,981XXX,BKK,SALES_009,HOSP_723,DR_1567,Stryker T8,Distal Radius full set (T8),06-02-26,20:30,05-02-26,12:00,,STAFF_130,23,BS02,คืน,ใช้,Mail,3/18/2026,,Received,2/10/2026,
Sigma HN,,04-02-26,,REF_MASKED,951XXX,BKK,SALES_003,HOSP_644,DR_933,Sigma HN,Hybrid humerus nail,05-02-26,-,04-02-26,18:00,,STAFF_018,HHN03,-,-,ใช้,Mail,3/18/2026,,Received,2/6/2025,
Auxein HLS,,04-02-26,,REF_MASKED,921XXX,BKK,SALES_008,HOSP_721,DR_1649,Auxein HLS,Headless Cannulated Screw,06-02-26,18:00,05-02-26,12:00,,STAFF_025,HL1,BS03,คืน,ใช้,Mail,3/18/2026,,Received,2/10/2026,
Auxein VA,,04-02-26,,REF_MASKED,710XXX,UPC,SALES_025,HOSP_603,DR_2209,Auxein VA,Plate XXL,05-02-26,9:00,04-02-26,15:00,เชิดชัยทัวร์,STAFF_574,-,เขียวเล็ก,คืน,ใช้,Mail,3/18/2026,,Received,2/9/2026,
Auxein Fix,,04-02-26,,REF_MASKED,710XXX,UPC,SALES_025,HOSP_603,DR_2209,Auxein Fix,Radial + Ulnar Column,05-02-26,9:00,04-02-26,15:00,เชิดชัยทัวร์,STAFF_574,02,-,-,คืนครบ,Mail,3/18/2026,,Received,2/16/2026,
Sigma Nail,,04-02-26,,REF_MASKED,951XXX,BKK,SALES_003,HOSP_644,DR_1433,Sigma Nail,Sigma PFNA Short nail & Long nail (Nail9+Lag TFN),05-02-26,,04-02-26,18:00,,STAFF_018,N22,BL03,คืน,คืนครบ,Mail,3/18/2026,,Received,2/6/2026,(Off Case)
Auxein EF,,04-02-26,,REF_MASKED,921XXX,BKK,SALES_003,HOSP_507,DR_1620,Auxein EF,Expert nail Femur full set & Recon,05-02-26,13:00,04-02-26,18:00,,STAFF_095,EF07,ฟ้าใหญ่,คืน,ใช้,Mail,3/18/2026,,Received,2/9/2026,
Sigma 3.5,,04-02-26,,REF_MASKED,221XXX,UPC,SALES_018,HOSP_766,DR_1464,Sigma 3.5,Sigma 3.5 Distal Anterolateral tibia full set,06-02-26,9:00,04-02-26,9:00,แอร์โคราช,STAFF_293,S66,BS04,คืน,ใช้,Mail,3/18/2026,,Received,2/18/2026,
Sigma Nail,,04-02-26,,REF_MASKED,911XXX,BKK,SALES_003,HOSP_547,DR_1021,Sigma Nail,Sigma PFNA Short nail & Long nail (Nail9+Lag TFN),05-02-26,9:00,05-02-26,8:00,,STAFF_095,N24,BL10,คืน,ใช้,Mail,3/18/2026,,Received,2/9/2026,
Auxein SP,,04-02-26,,REF_MASKED,911XXX,BKK,SALES_002,HOSP_675,DR_1718,Auxein SP,Suprapatellar Tibia Nail,05-02-26,16:00,05-02-26,12:00,,STAFF_106,SP01,1/ญ,คืน,ใช้,Mail,3/18/2026,,Received,2/10/2026,
Sigma 2.7/3.5N,,04-02-26,,REF_MASKED,911XXX,BKK,SALES_003,HOSP_560,DR_1552,Sigma 2.7/3.5N,Clavicle + Hook,06-02-26,13:00,05-02-26,15:00,,STAFF_116,SMS06,BM18,คืน,คืนครบ,Mail,3/18/2026,,Received,2/6/2025,
Sigma 2.7/3.5N,,04-02-26,,REF_MASKED,931XXX,BKK,SALES_007,HOSP_619,DR_1727,Sigma 2.7/3.5N,Fibular plate,05-02-26,18:00,05-02-26,18:00,,STAFF_130,SMS08,BM07,คืน,คืนครบ,Mail,3/18/2026,,Received,2/6/2025,
Sigma 5.0,,04-02-26,,REF_MASKED,981XXX,BKK,SALES_009,HOSP_723,DR_1476,Sigma 5.0,Narrow plate,06-02-26,18:00,05-02-26,12:00,,STAFF_130,L31,BB10,คืน,ใช้,Mail,3/18/2026,,Received,2/10/2026,
Sigma Nail,,04-02-26,,REF_MASKED,981XXX,BKK,SALES_009,HOSP_723,DR_1476,Sigma Nail,PFNA Short nail & Long nail + 9,06-02-26,18:00,05-02-26,12:00,,STAFF_130,PFN06,BB10,คืน,ใช้,Mail,3/18/2026,,Received,2/10/2026,
Sigma Nail,,04-02-26,,REF_MASKED,911XXX,BKK,SALES_002,HOSP_675,DR_1718,Sigma Nail,PFNA Short nail & Long nail + 9,05-02-26,19:00,05-02-26,12:00,,STAFF_106,PFN09,BB00,คืน,ใช้,Mail,3/18/2026,,Received,2/12/2026,
Sigma Nail,,04-02-26,,REF_MASKED,981XXX,BKK,SALES_009,HOSP_723,DR_2134,Sigma Nail,PFNA Short nail & Long nail + 9,06-02-26,8:30,05-02-26,12:00,,STAFF_130,PFN02,BB24,คืน,ใช้,Mail,3/18/2026,,Received,2/10/2026,
Stryker T8,,04-02-26,,REF_MASKED,911XXX,BKK,SALES_006,HOSP_772,DR_1258,Stryker T8,Distal Radius full set (T8),06-02-26,12:00,05-02-26,14:00,,STAFF_011,37,น้ำเงินเล็ก,คืน,ไม่ใช้,Mail,3/18/2026,,Received,2/11/2026,
Stryker T10,,05-02-26,,REF_MASKED,921XXX,BKK,SALES_008,HOSP_721,DR_1649,Stryker T10,Fibular plate,06-02-26,17:00,05-02-26,12:00,,STAFF_025,3,BS03,คืน,ไม่ใช้,Mail,3/18/2026,,Received,2/24/2026,
Stryker T8,,05-02-26,,REF_MASKED,981XXX,BKK,SALES_009,HOSP_723,DR_1567,Stryker T8,Distal Radius full set (T8),06-02-26,20:30,05-02-26,12:00,,STAFF_130,12,-,-,ไม่ใช้,Mail,3/18/2026,,Received,2/11/2026,
Off Plate,,05-02-26,,REF_MASKED,981XXX,BKK,SALES_009,HOSP_723,DR_2134,Off Plate,Sigma 2.7/3.5 =4 ชิ้น,07-02-26,17:00,05-02-26,12:00,,STAFF_130,-,-,-,ใช้,Mail,3/18/2026,,Received,2/10/2026,
Off Nail,,05-02-26,,REF_MASKED,951XXX,BKK,SALES_005,HOSP_632,DR_1857,Off Nail,Remove Expert Nail Femur,09-02-26,9:00,06-02-26,16:00,,STAFF_018,-,BM05,คืน,ใช้,Mail,3/18/2026,,Received,2/11/2026,
Sigma 3.5,,05-02-26,,REF_MASKED,941XXX,BKK,SALES_006,HOSP_528,DR_1838,Sigma 3.5,Proximal Humerus (Platelong),08-02-26,8:30,06-02-26,14:00,,STAFF_116,S27,ฟ้าเล็ก,คืน,ใช้,Mail,3/18/2026,,Received,2/10/2026,
,,05-02-26,,REF_MASKED,550XXX,UPC,SALES_023,HOSP_610,DR_001,Sigma 3.5,Instrument,04-02-26,-,06-02-26,-,DHL,,S46,,,,Mail,,,,,
,,05-02-26,,REF_MASKED,550XXX,UPC,SALES_023,HOSP_610,DR_001,Sigma 3.5,Plate & Screw,04-02-26,-,06-02-26,-,DHL,,-,,,,Mail,,,,,
,,05-02-26,,REF_MASKED,550XXX,UPC,SALES_023,HOSP_610,DR_001,Sigma 2.7/3.5,Instrument,04-02-26,-,06-02-26,-,DHL,,12,,,,Mail,,,,,
,,05-02-26,,REF_MASKED,550XXX,UPC,SALES_023,HOSP_610,DR_001,Sigma 2.7/3.5,Plate & Screw,04-02-26,-,06-02-26,-,DHL,,-,,,,Mail,,,,,
,,05-02-26,,REF_MASKED,610XXX,UPC,SALES_024,HOSP_696,DR_001,Sigma 5.0,Instrument,03-02-26,-,03-02-26,-,Cargo Veitjet,STAFF_1020,L32,,,,Mail,,,,,
,,05-02-26,,REF_MASKED,610XXX,UPC,SALES_024,HOSP_696,DR_001,Sigma 5.0,Plate & Screw,03-02-26,-,03-02-26,-,Cargo Veitjet,STAFF_1020,-,,,,Mail,,,,,
,,05-02-26,,REF_MASKED,620XXX,UPC,SALES_024,HOSP_687,DR_001,Sigma 5.0,Instrument,03-02-26,-,03-02-26,-,Cargo Veitjet,STAFF_1020,L52,,,,Mail,,,,,
,,05-02-26,,REF_MASKED,620XXX,UPC,SALES_024,HOSP_687,DR_001,Sigma 5.0,Plate & Screw,03-02-26,-,03-02-26,-,Cargo Veitjet,STAFF_1020,-,,,,Mail,,,,,
Auxein ET,,05-02-26,,REF_MASKED,941XXX,BKK,SALES_006,HOSP_636,DR_1356,Auxein ET,Expert nail Tibia,09-02-26,9:00,06-02-26,14:00,,STAFF_973,ET15,4/น,คืน,ใช้,Mail,3/18/2026,,Received,2/11/2026,
Stryker T8,,05-02-26,,REF_MASKED,960XXX,BKK,SALES_007,HOSP_617,DR_1373,Stryker T8,Stryker Distal Radius full set (T8),07-02-26,20:00,06-02-26,14:00,,STAFF_081,25,BS27,คืน,ใช้,Mail,3/18/2026,,Received,2/10/2026,
Stryker T8,,05-02-26,,REF_MASKED,960XXX,BKK,SALES_007,HOSP_617,DR_1373,Stryker T8,Stryker Distal Radius full set (T8),07-02-26,20:00,06-02-26,14:00,,STAFF_081,27,BS27,คืน,ใช้,Mail,3/18/2026,,Received,2/10/2026,
Sigma 2.7/3.5N,,05-02-26,,REF_MASKED,400XXX,UPC,SALES_020,HOSP_681,DR_1163,Sigma 2.7/3.5N,Fibular plate,10-02-26,10:00,06-02-26,12:00,รถตู้แม่กลอง,STAFF_1187,SMS11,,,,Mail,3/18/2026,,Received,2/16/2026,
Auxein ET,,05-02-26,,REF_MASKED,911XXX,BKK,SALES_002,HOSP_530,DR_1835,Auxein ET,Expert nail Tibia,06-02-26,14:00,05-02-26,18:00,พีพี,STAFF_095,,,,,Mail,3/18/2026,,Off Case,Off Case,
Auxein VA,,06-02-26,,REF_MASKED,921XXX,BKK,SALES_008,HOSP_568,DR_2196,Auxein VA,Variax Distal Radius (VA),09-02-26,9:00,06-02-26,12:00,,STAFF_100,16,ฟ้าเล็ก,คืน,ใช้,Mail,3/18/2026,,Received,2/12/2026,
Sigma 5.0,,06-02-26,,REF_MASKED,911XXX,BKK,SALES_002,HOSP_664,DR_1045,Sigma 5.0,Narrow plate,07-02-26,16:00,06-02-26,15:00,,STAFF_100,L16,ฟ้ากลาง,คืน,ใช้,Mail,3/18/2026,,Received,2/10/2026,
Sigma 3.5,,06-02-26,,REF_MASKED,911XXX,BKK,SALES_002,HOSP_664,DR_1045,Sigma 3.5,Proximal Humerus (Platelong),07-02-26,16:00,06-02-26,15:00,,STAFF_100,S30,ฟ้ากลาง,คืน,คืนครบ,Mail,3/18/2026,,Received,2/10/2026,
Sigma 3.5,,06-02-26,,REF_MASKED,931XXX,BKK,SALES_007,HOSP_619,DR_1727,Sigma 3.5,Distal Media Tibia + Distal Anterolateral Tibia,06-02-26,18:00,06-02-26,12:00,,STAFF_130,S71,นง.เล็ก,คืน,ใช้,Mail,3/18/2026,,Received,2/10/2026,
Sigma 3.5,,06-02-26,,REF_MASKED,911XXX,BKK,SALES_009,HOSP_711,DR_945,Sigma 3.5,Proximal Humerus (Platelong),08-02-26,17:00,06-02-26,14:00,,STAFF_116,S17,BS15,คืน,ใช้,Mail,3/18/2026,,Received,2/13/2026,
Sigma 2.7/3.5N,,06-02-26,,REF_MASKED,040XXX,UPC,SALES_011,HOSP_732,DR_1266,Sigma 2.7/3.5N,Distal Humerus (Elbow) (VA),09-02-26,8:00,06-02-26,-,สยามเฟิสท์,STAFF_319,SMS12,BM21,คืน,ไม่ใช่,Mail,3/18/2026,,Received,2/28/2026,
Sigma 2.7/3.5,,06-02-26,,REF_MASKED,040XXX,UPC,SALES_011,HOSP_732,DR_1266,Sigma 2.7/3.5,Distal Humerus (Elbow),09-02-26,8:00,06-02-26,-,สยามเฟิสท์,STAFF_319,10,BM21,คืน,ไม่ใช่,Mail,3/18/2026,,Received,2/28/2026,
Auxein VA,,06-02-26,,REF_MASKED,981XXX,BKK,SALES_009,HOSP_723,DR_1567,Auxein VA,Auxein Variax Radius full set (VA),09-02-26,19:00,08-02-26,12:00,,STAFF_130,31,BS07,คืน,ไม่ใช่,Mail,3/18/2026,,Received,2/11/2026,
Stryker T8,,06-02-26,,REF_MASKED,981XXX,BKK,SALES_009,HOSP_723,DR_1567,Stryker T8,Stryker Distal Radius full set (T8),09-02-26,19:00,08-02-26,12:00,,STAFF_130,4,BS07,คืน,ใช้,Mail,3/18/2026,,Received,2/11/2026,
Sigma 2.7/3.5,,06-02-26,,REF_MASKED,981XXX,BKK,SALES_009,HOSP_723,DR_1242,Sigma 2.7/3.5,Clavicle + Hook,07-02-26,20:30,06-02-26,18:00,,STAFF_130,SMS10,-,-,ใช้,Mail,3/18/2026,,Received,2/10/2026,
Auxein FNS,,07-02-26,,REF_MASKED,961XXX,BKK,SALES_006,HOSP_746,DR_1285,Auxein FNS,Femoral neck System (FNS),07-02-26,14:00,07-02-26,10:00,,STAFF_094,FNS1,BM17,คืน,ใช้,Mail,3/18/2026,,Received,2/10/2026,
Sigma Nail,,07-02-26,,REF_MASKED,961XXX,BKK,SALES_006,HOSP_746,DR_1285,Sigma Nail,PFNA Short nail & Long nail (Nail 9),07-02-26,12:00,07-02-26,10:00,,STAFF_094,PFN08,BB12,คืน,ใช้,Mail,3/18/2026,,Received,2/10/2026,
Sigma 5.0,,07-02-26,,REF_MASKED,951XXX,BKK,SALES_003,HOSP_595,DR_1299,Sigma 5.0,Proximal lateral tibia,07-02-26,20:00,07-02-26,10:30,,STAFF_081,L40,BM18,คืน,ไม่ใช่,Mail,3/18/2026,,Received,2/11/2026,
Sigma 3.5,,07-02-26,,REF_MASKED,951XXX,BKK,SALES_003,HOSP_595,DR_1299,Sigma 3.5,Sigma 3.5 proximal media tibia & Lateral tibia full set,07-02-26,20:00,07-02-26,10:30,,STAFF_081,S5,BM18,คืน,ใช้,Mail,3/18/2026,,Received,2/11/2026,
Sigma 3.5,,07-02-26,,REF_MASKED,951XXX,BKK,SALES_003,HOSP_595,DR_1299,Sigma 3.5,Proximal Humerus (Platelong),07-02-26,20:00,07-02-26,10:30,,STAFF_081,S2,BM18,คืน,ใช้,Mail,3/18/2026,,Received,2/11/2026,
Sigma Nail,,07-02-26,,REF_MASKED,941XXX,BKK,SALES_006,HOSP_636,DR_1309,Sigma Nail,PFNA Short nail & Long nail (Nail9),09-02-26,9:00,07-02-26,12:00,,STAFF_984,N42,-,-,ใช้,Mail,3/18/2026,,Received,2/11/2026,
Sigma 7.3,,07-02-26,,REF_MASKED,480XXX,UPC,SALES_013,HOSP_658,DR_939,Sigma 7.3,Proximal Femur full set,10-02-26,9:00,07-02-26,9:00,รถตู้ กรุงเทพ-หนองไผ,STAFF_879,09,GM07,คืน,ใช้,Mail,3/18/2026,,Received,2/20/2026,
Sigma 5.0,,07-02-26,,REF_MASKED,921XXX,BKK,SALES_003,HOSP_507,DR_1414,Sigma 5.0,Distal femur,07-02-26,23:00,07-02-26,15:00,,STAFF_095,L22,-,-,ใช้,Mail,3/18/2026,,Received,2/11/2026,
Stryker T8,,07-02-26,,REF_MASKED,981XXX,BKK,SALES_009,HOSP_723,DR_1242,Stryker T8,Distal Radius full set (T8),08-02-26,-,07-02-26,15:00,,STAFF_130,S06,BS26,คืน,ใช้,Mail,3/18/2026,,Received,2/10/2026,
Sigma 3.5,,07-02-26,,REF_MASKED,981XXX,BKK,SALES_009,HOSP_723,DR_1242,Sigma 3.5,Small Plate,08-02-26,-,07-02-26,15:00,,STAFF_130,L22,-,-,ไม่ใช้,Mail,3/18/2026,,Received,2/10/2026,
Stryker T8,,07-02-26,,REF_MASKED,221XXX,UPC,SALES_018,HOSP_766,DR_1860,Stryker T8,Stryker Distal Radius full set,10-02-26,9:00,07-02-26,9:00,แอร์โคราช,STAFF_294,41,-,-,ใช้,Mail,3/18/2026,,Received,2/16/2026,
Sigma 3.5,,07-02-26,,REF_MASKED,221XXX,UPC,SALES_018,HOSP_766,DR_1860,Sigma 3.5,Distal Media tibia,10-02-26,9:00,07-02-26,9:00,แอร์โคราช,STAFF_294,S45,-,-,ใช้,Mail,3/18/2026,,Received,2/16/2026,
Auxein EF,,07-02-26,,REF_MASKED,921XXX,BKK,SALES_004,HOSP_722,DR_1620,Auxein EF,Auxein Expert nail Femur full set & Recon screw 6.5,08-02-26,20:00,07-02-26,16:00,,STAFF_081,EF15,BB26,คืน,ใช้,Mail,3/18/2026,,Received,2/9/2026,
Sigma 5.0,,07-02-26,,REF_MASKED,921XXX,BKK,SALES_004,HOSP_722,DR_1620,Sigma 5.0,Broad & Narrow,08-02-26,20:00,07-02-26,16:00,,STAFF_081,L59,BB26,คืน,ไม่ใช้,Mail,3/18/2026,,Received,2/9/2026,
Auxein FNS,,07-02-26,,REF_MASKED,221XXX,UPC,SALES_018,HOSP_592,DR_1056,Auxein FNS,Femoral neck System (FNS),10-02-26,9:00,08-02-26,-,รถตู้ -ปากช่อง,STAFF_251,FNS5,BS09,คืน,ไม่ใช้,Mail,3/18/2026,,Received,2/20/2026,
Sigma 5.0,,07-02-26,,REF_MASKED,330XXX,UPC,SALES_014,HOSP_660,DR_1788,Sigma 5.0,Distal Femur full set Wire mount,08-02-26,9:00,07-02-26,-,รถตูู้-ท่าสตรี,STAFF_442,L25,BM04,คืน,ใช้,Mail,3/18/2026,,Received,2/12/2026,
Sigma 2.7/3.5,,08-02-26,,REF_MASKED,470XXX,UPC,SALES_020,HOSP_698,DR_1747,Sigma 2.7/3.5,Distal Humerus (Elbow),09-02-26,9:00,08-02-26,16:00,,STAFF_1103,3,-,-,ใช้,Mail,3/18/2026,,Received,2/10/2026,
Auxein ET,,08-02-26,,REF_MASKED,911XXX,BKK,SALES_006,HOSP_623,DR_1309,Auxein ET,Expert nail Tiba,08-02-26,18:00,08-02-26,11:00,,STAFF_081,ET05,BM22,คืน,ใช้,Mail,3/18/2026,,Received,2/10/2026,
Auxein EF,,08-02-26,,REF_MASKED,911XXX,BKK,SALES_002,HOSP_571,DR_1023,Auxein EF,Auxein Expert nail Femur full set & Recon screw 6.5,09-02-26,11:30,08-02-26,13:00,,STAFF_212,EF03,เขียวใหญ่,คืน,ใช้,Mail,3/18/2026,,Received,2/11/2026,
Auxein ET,,08-02-26,,REF_MASKED,470XXX,UPC,SALES_020,HOSP_698,DR_1747,Auxein ET,Expert nail Tiba,09-02-26,12:00,09-02-26,10:30,,STAFF_165,ET01,,,,Mail,3/18/2026,,Received,2/13/2026,
Sigma Nail,,08-02-26,,REF_MASKED,151XXX,UPC,SALES_015,HOSP_626,DR_1214,Sigma Nail,PFNA Short nail & Long nail,09-02-26,19:00,08-02-26,-,นครชัยแอร์ ทัวร์,STAFF_308,N22,BL19,คืน,ใช้,Mail,3/18/2026,,Received,2/16/2026,
Sigma 3.5,,08-02-26,,REF_MASKED,931XXX,BKK,SALES_004,HOSP_724,DR_1069,Sigma 3.5,Sigma 3.5 proximal media tibia & Lateral tibia full set,08-02-26,15:00,08-02-26,12:00,,STAFF_154,S69,-,-,ใช้,Mail,3/18/2026,,Received,2/12/2026,
Sigma 3.5,,08-02-26,,REF_MASKED,921XXX,BKK,SALES_004,HOSP_722,DR_1620,Sigma 3.5,Proximal Humerus (Platelong),08-02-26,20:30,08-02-26,13:00,,STAFF_081,S36,BS15,คืน,ใช้,Mail,3/18/2026,,Received,2/9/2026,
Off Plate,,08-02-26,,REF_MASKED,921XXX,BKK,SALES_008,HOSP_740,DR_1803,Off Plate,Remove Sigma 2.7/3.5,10-02-26,11:00,09-02-26,14:00,,STAFF_081,-,-,-,ใช้,Mail,3/18/2026,,Received,2/12/2026,
Off Plate,,08-02-26,,REF_MASKED,945XXX,BKK,SALES_008,HOSP_665,DR_2215,Off Plate,Remove Sigma 3.5,10-02-26,9:00,09-02-26,12:00,,STAFF_035,-,-,-,ใช้,Mail,3/18/2026,,Received,2/18/2026,
Off Plate,,08-02-26,,REF_MASKED,945XXX,BKK,SALES_008,HOSP_665,DR_2215,Off Plate,Remove Sigma 2.7,10-02-26,9:00,09-02-26,12:00,,STAFF_035,-,-,-,ใช้,Mail,3/18/2026,,Received,2/18/2026,
Stryker T8T10,,08-02-26,,REF_MASKED,460XXX,UPC,SALES_019,HOSP_729,DR_1063,Stryker T8T10,Foot & Ankle,11-02-26,-,09-02-26,12:00,รถตู้ชาวสุพรรณ,STAFF_662,FA5,6/ข,-,ใช้,Mail,3/18/2026,,Received,2/19/2026,
Auxein ET,,08-02-26,,REF_MASKED,911XXX,BKK,SALES_006,HOSP_623,DR_1311,Auxein ET,Expert Femur Nail + 6.5,10-02-26,9:00,09-02-26,11:00,,STAFF_081,EF10,-,-,ใช้,Mail,3/18/2026,,Received,2/12/2026,
Sigma 5.0,,08-02-26,,REF_MASKED,945XXX,BKK,SALES_008,HOSP_665,DR_1181,Sigma 5.0,Distal Femur full set,10-02-26,9:00,09-02-26,12:00,,STAFF_035,L17,-,-,ใช้,Mail,3/18/2026,,Received,2/12/2026,
Sigma 3.5,,08-02-26,,REF_MASKED,945XXX,BKK,SALES_008,HOSP_665,DR_1181,Sigma 3.5,Proximal Humerus (Platelong),10-02-26,9:00,09-02-26,12:00,,STAFF_035,S52,-,-,ใช้,Mail,3/18/2026,,Received,2/12/2026,
Sigma 2.7/3.5N,,08-02-26,,REF_MASKED,971XXX,BKK,SALES_008,HOSP_575,DR_1612,Sigma 2.7/3.5N,Clavicle,10-02-26,10:00,09-02-26,12:00,,STAFF_095,SMS04,น้ำเงินกลาง,คืน,ใช้,Mail,3/18/2026,,Received,2/13/2026,
Off Plate,,08-02-26,,REF_MASKED,470XXX,UPC,SALES_020,HOSP_669,DR_1013,Off Plate,Remove Stryker Distal Radius,11-02-26,14:00,09-02-26,15:00,,STAFF_100,-,-,-,ใช้,Mail,3/18/2026,,Received,2/16/2026,
Sigma 3.5,,08-02-26,,REF_MASKED,931XXX,BKK,SALES_004,HOSP_724,DR_1069,Sigma 3.5,Sigma 3.5 proximal media tibia & Lateral tibia full set,08-02-26,0:00,08-02-26,16:00,,STAFF_154,S53,-,-,ใช้,Mail,3/18/2026,,Received,2/9/2026,
Auxein ET,,08-02-26,,REF_MASKED,911XXX,BKK,SALES_006,HOSP_772,DR_918,Auxein ET,Expert nail Tibia,10-02-26,10:00,09-02-26,15:00,,STAFF_100,ET03,-,-,ใช้,Mail,3/18/2026,,Received,2/12/2026,
Sigma 5.0,,08-02-26,,REF_MASKED,931XXX,BKK,SALES_004,HOSP_724,DR_1069,Sigma 5.0,Sigma 5.0 proximal Lateral tibia full set,08-02-26,0:00,08-02-26,17:30,,STAFF_154,L36,-,-,ไม่ใช้,Mail,3/18/2026,,Received,2/12/2026,
Sigma 5.0,,09-02-26,,REF_MASKED,911XXX,BKK,SALES_006,HOSP_772,DR_918,Sigma 5.0,Sigma 5.0 proximal Lateral tibia full set,10-02-26,10:00,09-02-26,14:00,,STAFF_011,L37,BL10,คืน,ไม่ใช้,Mail,3/18/2026,,Received,2/12/2026,
Off Plate,,09-02-26,,REF_MASKED,931XXX,BKK,SALES_004,HOSP_724,DR_1414,Off Plate,Remove Sigma 2.7/3.5,10-02-26,20:00,09-02-26,16:00,,STAFF_100,-,-,-,ใช้,Mail,3/18/2026,,Received,2/12/2026,
Sigma 7.3,,09-02-26,,REF_MASKED,931XXX,BKK,SALES_004,HOSP_724,DR_1069,Sigma 7.3,Proximal Femur full set,09-02-26,13:00,09-02-26,10:00,,STAFF_100,11,-,-,ใช้,Mail,3/18/2026,,Received,2/11/2026,
Sigma 2.7/3.5N,,09-02-26,,REF_MASKED,911XXX,BKK,SALES_006,HOSP_772,DR_918,Sigma 2.7/3.5N,Fibular + Recon + T'plate + T'obliqe,10-02-26,10:00,09-02-26,14:00,,STAFF_011,SMS06,BL10,คืน,ไม่ใช้,Mail,3/18/2026,,Received,2/12/2026,
Sigma 3.5,,09-02-26,,REF_MASKED,911XXX,BKK,SALES_006,HOSP_772,DR_918,Sigma 3.5,Sigma 3.5 proximal media tibia & Lateral tibia full set,10-02-26,10:00,09-02-26,14:00,,STAFF_011,S62,BL10,คืน,ไม่ใช้,Mail,3/18/2026,,Received,2/12/2026,
Off Plate,,09-02-26,,REF_MASKED,941XXX,BKK,SALES_002,HOSP_627,DR_1371,Off Plate,Remove Dynamic Hip,10-02-26,10:00,09-02-26,-,,STAFF_081,-,เขียวกลาง,คืน,ใช้,Mail,3/18/2026,,Received,2/16/2026,
Sigma Nail,,09-02-26,,REF_MASKED,911XXX,BKK,SALES_002,HOSP_675,DR_1722,Sigma Nail,PFNA Short nail & Long nail (Nail9) + TFN,10-02-26,10:00,10-02-26,10:00,,STAFF_106,PFN10,น้ำเงินใหญ่,คืน,ใช้,Mail,3/18/2026,,Received,2/12/2026,
Sigma 3.5,,09-02-26,,REF_MASKED,921XXX,BKK,SALES_008,HOSP_680,DR_1899,Sigma 3.5,Proximal Humerus (Platelong),10-02-26,9:00,09-02-26,17:30,,STAFF_022,S8,-,-,ใช้,Mail,3/18/2026,,Received,2/11/2026,
Sigma Nail,,09-02-26,,REF_MASKED,921XXX,BKK,SALES_008,HOSP_680,DR_1001,Sigma Nail,PFNA Short nail & Long nail (Lag TFN),11-02-26,14:00,10-02-26,14:00,,STAFF_022,PFN05,-,-,ใช้,Mail,3/18/2026,,Received,2/13/2026,
Auxein VA,,10-02-26,,REF_MASKED,710XXX,UPC,SALES_025,HOSP_603,DR_2209,Auxein VA,Distal Radius VA 2.4,12-02-26,9:00,10-02-26,13:00,เชิดชัยทัวร์,STAFF_580,14,BL00,คืน,ใช้,Mail,3/18/2026,,Received,2/20/2026,
Auxein Fix,,10-02-26,,REF_MASKED,710XXX,UPC,SALES_025,HOSP_603,DR_2209,Auxein Fix,Distal Radius Dorsal plate,12-02-26,9:00,10-02-26,13:00,เชิดชัยทัวร์,STAFF_580,03,BL00,คืน,ไม่ใช้,Mail,3/18/2026,,Received,2/20/2026,
Auxein Fix,,10-02-26,,REF_MASKED,710XXX,UPC,SALES_025,HOSP_603,DR_2209,Auxein Fix,Distal Radius Dorsal plate,12-02-26,9:00,10-02-26,13:00,เชิดชัยทัวร์,STAFF_580,04,BL00,คืน,ใช้,Mail,3/18/2026,,Received,2/20/2026,
Sigma 2.7/3.5N,,10-02-26,,REF_MASKED,931XXX,BKK,SALES_004,HOSP_724,DR_1797,Sigma 2.7/3.5N,Clavicle plate,11-02-26,15:00,10-02-26,15:00,,STAFF_100,SMS08,ฟ้ากลาง,คืน,ใช้,Mail,3/18/2026,,Received,2/12/2026,
Auxein VA,,10-02-26,,REF_MASKED,710XXX,UPC,SALES_025,HOSP_603,DR_2209,Auxein VA,Distal Radius VA 2.4,12-02-26,9:00,10-02-26,13:00,เชิดชัยทัวร์,STAFF_580,09,BL00,คืน,ไม่ใช้,Mail,3/18/2026,,Received,2/20/2026,
Auxein FNS,,10-02-26,,REF_MASKED,240XXX,UPC,SALES_016,HOSP_691,DR_1893,Auxein FNS,Femoral neck System (FNS),12-02-26,11:00,10-02-26,19:00,นครชัยแอร์,STAFF_267,FNS4,ฟ้าเล็ก,คืน,ใช้,Mail,3/18/2026,,Received,2/20/2026,
Auxein VA Fus,,10-02-26,,REF_MASKED,130XXX,UPC,SALES_017,HOSP_693,DR_2152,Auxein VA Fus,Auxein Arthodesis (Fusion),13-02-26,9:30,10-02-26,19:00,นครชัยแอร์,STAFF_260,AF1,ฟ้าเล็ก,คืน,ใช้,Mail,3/18/2026,,Received,2/20/2026,
